	sentence	tag
8424	Don't mind me.	1
8425	It's all Greek to me.	1
8426	I have an identical twin.	1
8427	I have another sister.	1
8428	I need the following items.	1
8429	I have nothing to say.	1
8430	I have no time.	1
8431	It seems to me that he is honest.	1
8432	Give me a glass of milk.	1
8433	Give me some milk, too.	1
8434	Give me the same, please.	1
8435	Let me have a try.	1
8436	Guess what happened to me.	1
8437	Give me something cold to drink.	1
8438	Don't talk to me!	1
8439	Let me go!	1
8440	Give me a sheet of paper.	1
8441	Don't forget to write to me.	1
8442	Let me repair it.	1
8443	Follow me.	1
8444	Give me a few.	1
8445	Bring me a glass of water.	1
8446	Give me some water, please.	1
8447	Follow me and do exactly the way I do it.	1
8448	Let me know by telephone.	1
8449	Don't yell at me.	1
8450	Leave it to me. I'll see to it.	1
8451	Give me a blank sheet of paper.	1
8452	Ring the bell when you want me.	1
8453	Visit my webpage and find out more about me.	1
8454	It's on me.	1
8455	My camera is different from yours.	1
8456	Don't put sugar in my coffee.	1
8457	Let me alone.	1
8458	Do you remember me?	1
8459	Sit beside me.	1
8460	Keep your hands off my typewriter.	1
8461	Don't wait on my account.	1
8462	Don't use my pen.	1
8463	Bring me my glasses.	1
8464	Get me my glasses.	1
8465	Do it your own way if you don't like my way.	1
8466	Don't lean on my chair.	1
8467	Come to my house.	1
8468	My family is not very large.	1
8469	I have a large family.	1
8470	Charge it to my account.	1
8471	Don't lean on my desk.	1
8472	My desk is old.	1
8473	My legs still hurt.	1
8474	Don't put your greedy hands on my money.	1
8475	My shoes are gone.	1
8476	He is my brother.	1
8477	My older brother is a teacher.	1
8478	My brother is not busy.	1
8479	Don't worry about my dog.	1
8480	My dog is white.	1
8481	Don't worry about my dog. He won't do you any harm.	1
8482	My dogs are white.	1
8483	Listen to me carefully.	1
8484	Listen to me, will you?	1
8485	I mean it.	1
8486	Don't forget what I told you.	1
8487	Am I making sense?	1
8488	Don't stick your nose into my personal affairs.	1
8489	Repeat each sentence after me.	1
8490	Repeat after me.	1
8491	My favorite sport is soccer.	1
8492	Add a little more milk to my tea, please.	1
8493	My idea is different from yours.	1
8494	Let me say what I think.	1
8495	Do it the way I told you to.	1
8496	My sister is shorter than you.	1
8497	Don't meddle in my affairs.	1
8498	Let my things alone.	1
8499	Keep your hands off my bicycle.	1
8500	Answer me.	1
8501	My car is German.	1
8502	Don't stand in my way.	1
8503	Don't let go of my hand.	1
8504	My hobby is music.	1
8505	My hobby is listening to music.	1
8506	My hobby is collecting old bottles.	1
8507	Help me with my homework.	1
8508	Call me up whenever you need my help.	1
8509	That's my fault.	1
8510	Don't hesitate to ask questions if you don't understand my explanation.	1
8511	My university has a dorm.	1
8512	See if my answer is correct.	1
8513	Don't mislead me.	1
8514	My boyfriend is a journalist.	1
8515	My father swims very well.	1
8516	My father is a doctor.	1
8517	My father sometimes goes abroad.	1
8518	My father goes to work by bike.	1
8519	My father is a teacher.	1
8520	My father is busy.	1
8521	My father takes a walk every day.	1
8522	Come into my room.	1
8523	Don't come into my room.	1
8524	My room is just below.	1
8525	Don't look into my room.	1
8526	Don't interfere with my studying.	1
8527	Don't disturb me while I'm studying.	1
8528	My mother is strict about manners.	1
8529	My mother is a psychology teacher.	1
8530	I am taller.	1
8531	Turn toward me, please.	1
8532	My sister is famous.	1
8533	My daughter is fast asleep.	1
8534	My name is Yamada.	1
8535	Boil my eggs hard, please.	1
8536	Put yourself in my place.	1
8537	Listen carefully to what I say.	1
8538	Listen to what I have to say.	1
8539	My watch is ten minutes fast.	1
8540	I'm very tired.	1
8541	I go to Kyoto.	1
8542	I like dogs.	1
8543	I have a car.	1
8544	I like castles.	1
8545	I am a student.	1
8546	I'm a junior high school student.	1
8547	I am a Japanese.	1
8548	I usually eat out.	1
8549	I like the cold.	1
8550	I have a few pens.	1
8551	I'm with NTT.	1
8552	I disagree with you.	1
8553	I'm as tall as you.	1
8554	I thank you.	1
8555	I'm twice your age.	1
8556	I agree with your opinion.	1
8557	I know you.	1
8558	I love that commercial.	1
8559	It's OK with me.	1
8560	I always drive at a moderate speed.	1
8561	I have a big dog.	1
8562	I'm from Australia.	1
8563	I come from Australia.	1
8564	I'm short of money.	1
8565	I like tea.	1
8566	I have two cameras.	1
8567	I don't like classical music.	1
8568	I like Kevin Nash.	1
8569	I like cake.	1
8570	I am a cook.	1
8571	I am a stranger here.	1
8572	I feel very lonely these days.	1
8573	I agree to this plan.	1
8574	I love comedies.	1
8575	I need this.	1
8576	I have a computer.	1
8577	I'm good at soccer.	1
8578	I often ski.	1
8579	I like jazz music.	1
8580	I like skiing.	1
8581	I'm good at skiing.	1
8582	I'm able to ski.	1
8583	I'm not quite well.	1
8584	I am interested in sports.	1
8585	I think so.	1
8586	I know it very well.	1
8587	I know the girl.	1
8588	I know the boy.	1
8589	I use it.	1
8590	I don't know that.	1
8591	I got very sleepy.	1
8592	I have many books.	1
8593	I am just a nobody.	1
8594	I smoke cigarettes.	1
8595	Who do you think I am?	1
8596	I like chocolate.	1
8597	I like disco music.	1
8598	I like tennis.	1
8599	I'm good at tennis.	1
8600	I play tennis.	1
8601	I like to watch TV.	1
8602	I play video games.	1
8603	I do not watch television.	1
8604	I really want a motorcycle.	1
8605	I don't know either girl.	1
8606	I like both.	1
8607	I'm very thirsty.	1
8608	I'm very happy.	1
8609	I liked Tony.	1
8610	I think that Tom is kind.	1
8611	I want a Toyota.	1
8612	Nothing is the matter with me.	1
8613	I want a notebook.	1
8614	I'm a baker.	1
8615	I never touch beer.	1
8616	I have a bad cold.	1
8617	I want to learn French.	1
8618	I have a pen.	1
8619	I'm still busy.	1
8620	I rarely catch a cold.	1
8621	I am no longer tired.	1
8622	I don't quite know.	1
8623	I am a runner.	1
8624	I like apples best.	1
8625	I don't like apples.	1
8626	I love rock.	1
8627	I'm a doctor.	1
8628	I am an only child.	1
8629	I like being alone.	1
8630	I have one brother.	1
8631	I don't want to live by myself.	1
8632	I'm a salesman.	1
8633	I know how to swim.	1
8634	I like to swim.	1
8635	I am interested in swimming.	1
8636	I have some English books.	1
8637	I study English.	1
8638	I am near the station.	1
8639	I live in Yokohama.	1
8640	I am interested in music.	1
8641	I know what to do.	1
8642	I study English at home.	1
8643	I am in the house.	1
8644	I want to go home.	1
8645	I like to sing.	1
8646	I like singing.	1
8647	I study hard at school.	1
8648	I study at school.	1
8649	I'm cold and wet.	1
8650	I'm a nurse.	1
8651	I'm not going back.	1
8652	I'm not in a hurry.	1
8653	I like fish.	1
8654	I'm a teacher.	1
8655	I work for a bank.	1
8656	I'm a bank clerk.	1
8657	I met him by chance.	1
8658	I am afraid of bears.	1
8659	I agree with you.	1
8660	I mean you no harm.	1
8661	I want to see you.	1
8662	I know your father.	1
8663	I like your car.	1
8664	I need your help.	1
8665	I never give up.	1
8666	I don't like dogs.	1
8667	I keep a dog.	1
8668	I feel happy.	1
8669	I am afraid to go.	1
8670	I'm a high school student.	1
8671	I'm free now.	1
8672	I have a bad headache today.	1
8673	I'm free today.	1
8674	I'm not busy today.	1
8675	I have a cold now.	1
8676	I'm not busy now.	1
8677	I am in trouble.	1
8678	I am the fastest runner.	1
8679	I'm busy with work.	1
8680	I sometimes skate.	1
8681	I acknowledge my mistake.	1
8682	I admit my mistake.	1
8683	I want to drive.	1
8684	I don't have a car.	1
8685	I like autumn best.	1
8686	I jog twice a week.	1
8687	I have some money.	1
8688	I'm a little tired.	1
8689	I'm a bit tired.	1
8690	I have a few books.	1
8691	I'm no quitter.	1
8692	I have a poor appetite.	1
8693	I want a new oven.	1
8694	I am a new student.	1
8695	I believe in God.	1
8696	I like swimming.	1
8697	I need to study math.	1
8698	I'm not a student.	1
8699	I have life insurance.	1
8700	I am from Shizuoka.	1
8701	I'm not what I used to be.	1
8702	I like red roses.	1
8703	I am a teacher.	1
8704	I am not a teacher.	1
8705	I like astrology.	1
8706	I'm able to run.	1
8707	I like to run.	1
8708	I stay in Osaka.	1
8709	I like short hair.	1
8710	I like short poems.	1
8711	I'm late, aren't I?	1
8712	I wake up early.	1
8713	I really like city life.	1
8714	I like winter.	1
8715	I like to work.	1
8716	I am the same age.	1
8717	I love Hitomi.	1
8718	I like the Terminator films because the special effects are fantastic.	1
8719	I love reading books.	1
8720	I prefer fish to meat.	1
8721	I don't have a box.	1
8722	I'm a salesperson.	1
8723	I envy him.	1
8724	I owe him 100 yen.	1
8725	I worry about him.	1
8726	I think that he is honest.	1
8727	I work with him.	1
8728	I remember seeing him once.	1
8729	I am disgusted with him.	1
8730	I like his music.	1
8731	I know his family.	1
8732	I know his address.	1
8733	I doubt his story.	1
8734	I like their pictures.	1
8735	I know all of them.	1
8736	I know none of them.	1
8737	I know them.	1
8738	I know him very well.	1
8739	I call him Mike.	1
8740	I remember him well.	1
8741	I help him.	1
8742	I believe in him.	1
8743	I know that she is Spanish.	1
8744	I don't like her.	1
8745	I love her.	1
8746	I know her well.	1
8747	I don't love her.	1
8748	She is a stranger to me.	1
8749	I do not feel sad.	1
8750	I'm all thumbs.	1
8751	I'm not satisfied.	1
8752	I usually get up at eight.	1
8753	I sleep in my room.	1
8754	I prefer reading to writing.	1
8755	I have trouble with physics.	1
8756	I live in Hyogo.	1
8757	I'm not busy.	1
8758	I want a book.	1
8759	I like reading books.	1
8760	I play tennis every Sunday.	1
8761	I use it every day.	1
8762	I run every day.	1
8763	I walk every day.	1
8764	I love comic books.	1
8765	I have a daughter.	1
8766	I want to live.	1
8767	I have a wooden comb.	1
8768	I like baseball.	1
8769	I think that Yumi is sick.	1
8770	I felt ill at ease.	1
8771	I have an egg.	1
8772	I want to study abroad.	1
8773	I like traveling.	1
8774	I like apples.	1
8775	I like history.	1
8776	I'm interested in history.	1
8777	I get up at 6:30.	1
8778	I love music, too.	1
8779	Let me in under your umbrella.	1
8780	Don't let me down.	1
8781	Send me there.	1
8782	Look at me.	1
8783	Stop bothering me!	1
8784	Don't treat me like a child.	1
8785	Let me step inside.	1
8786	Don't laugh at me.	1
8787	Don't leave me behind!	1
8788	Let me in, please.	1
8789	Don't deceive me.	1
8790	Don't pry into my private life.	1
8791	Give us two knives and four forks, please.	1
8792	Don't forget to write to us.	1
8793	Don't worry about us.	1
8794	We appreciate your hard work.	1
8795	We waste a lot of time.	1
8796	We need the money.	1
8797	We know him.	1
8798	We eat with our mouths.	1
8799	We seek happiness.	1
8800	We live in the suburbs.	1
8801	We want a car.	1
8802	We are teachers.	1
8803	I need some paper.	1
8804	Draw a line on the paper.	1
8805	Draw a line on your paper.	1
8806	Paper burns easily.	1
8807	Paper burns quickly.	1
8808	Give me a piece of paper.	1
8809	Poets write poems.	1
8810	Don't worry about the results of your test.	1
8811	Let me know about the result of the exam.	1
8812	I raise funds.	1
8813	Cows supply milk.	1
8814	Do your gums bleed?	1
8815	Brush your teeth.	1
8816	Don't talk to others during the class.	1
8817	Explain the fact as clearly as possible.	1
8818	Nothing really stands out.	1
8819	Get your things together.	1
8820	Don't leave your things behind.	1
8821	Be sure to take all your belongings with you.	1
8822	Time passes quickly.	1
8823	Don't waste your time and money.	1
8824	Come and see me when you have time.	1
8825	Make good use of your time.	1
8826	Give me time.	1
8827	Try to make the most of your time.	1
8828	Don't waste time.	1
8829	Write to me sometimes and let me know how you are doing.	1
8830	Come and see me from time to time.	1
8831	Read as many newspapers as you can so as to keep up with the times.	1
8832	Keep up with the times.	1
8833	Tell us what to do next.	1
8834	Ask him what to do next.	1
8835	Turn left at the next corner.	1
8836	Look at the next page.	1
8837	Change trains at the next station.	1
8838	Turn right at the next corner.	1
8839	Drive to the next intersection and make a left turn.	1
8840	Study the next chapter.	1
8841	Get off at the next stop.	1
8842	Get off at the next stop and take a bus headed to the airport.	1
8843	Keep next Sunday free.	1
8844	Ask him when the next plane leaves.	1
8845	Correct the following sentences.	1
8846	Make another appointment at the front desk.	1
8847	Tell me the exact time when the next train will arrive.	1
8848	Try and do better next time.	1
8849	Do a better job next time.	1
8850	Come on, Jiro.	1
8851	I have an earache.	1
8852	Don't be overconfident.	1
8853	Be your own person and don't imitate others.	1
8854	Have confidence. You can do it.	1
8855	Don't lose confidence, Mike.	1
8856	Try to control yourself.	1
8857	Don't take it for granted that the nature is always there to help us.	1
8858	Don't leave the bicycle out in the rain.	1
8859	Put away your bicycle.	1
8860	Look out for pedestrians when you drive a car.	1
8861	Do unto others as you would have others do unto you.	1
8862	I feel like another person.	1
8863	Do your own work.	1
8864	Solve the problem.	1
8865	Try it out yourself.	1
8866	Put away your things.	1
8867	Look at yourself in the mirror.	1
8868	Don't compare your children with others.	1
8869	Put your name on all your belongings.	1
8870	Don't leave your stuff behind.	1
8871	Don't blame others for your failure.	1
8872	Do everything at your own risk.	1
8873	Keep your room neat and tidy.	1
8874	Keep your room as neat as you can.	1
8875	Put your room in order.	1
8876	Sweep my room.	1
8877	Let me pay my share.	1
8878	Don't pick on younger kids.	1
8879	Don't sell yourself short.	1
8880	Respect yourself.	1
8881	Don't be ashamed of yourself.	1
8882	Have confidence in yourself.	1
8883	Look up the phrase in your dictionary.	1
8884	Look it up in your dictionary.	1
8885	Don't give up if you fail.	1
8886	Don't blame the mistake on her.	1
8887	Don't be scared of making mistakes.	1
8888	Keep up your courage.	1
8889	Excuse my clumsiness.	1
8890	Remove your hat when you go inside.	1
8891	Don't hesitate to ask your teacher a question.	1
8892	Raise your hand if you have a question.	1
8893	Don't be afraid to ask questions.	1
8894	Don't hesitate to ask questions.	1
8895	Answer the question.	1
8896	Put the question in writing.	1
8897	Ask your question.	1
8898	It's really stinky.	1
8899	Tell me about your successes in business.	1
8900	Keep off the grass.	1
8901	Don't walk on the grass.	1
8902	Don't trample on the grass.	1
8903	Put the eggs into the boiling water.	1
8904	Don't apologize.	1
8905	Get into the car.	1
8906	Drive carefully.	1
8907	Be alert when you cross a busy street!	1
8908	Keep to the left when driving.	1
8909	Check and adjust the brakes before you drive.	1
8910	Put the car into the garage.	1
8911	Move your car, please.	1
8912	It's a distraction.	1
8913	It is in the way.	1
8914	Read as many books as you can while you are young.	1
8915	Young people like popular music.	1
8916	I just miss him.	1
8917	Hold on to the rail.	1
8918	Hold the handrail.	1
8919	Tell me what you have in your hand.	1
8920	Give me what you have in your hand.	1
8921	Lay your cards on the table and give me a straight answer!	1
8922	Show your cards.	1
8923	Raise your hand before you answer.	1
8924	Put your hands up!	1
8925	Wash your hands well.	1
8926	Come here after you have washed your hands.	1
8927	Lend me a hand.	1
8928	Give me a hand. If you do, I'll buy you a drink later.	1
8929	Don't let go. Hold on tight.	1
8930	Take your hands off me.	1
8931	Don't let go.	1
8932	Watch your fingers!	1
8933	Drop me a line and let me know what you think.	1
8934	Don't forget to put a stamp on your letter.	1
8935	Don't put off answering the letter.	1
8936	Remember to mail the letter.	1
8937	Pull it open.	1
8938	Let me help you. Your bag looks very heavy.	1
8939	Let me do this.	1
8940	Help me.	1
8941	Cover the seeds with a little earth.	1
8942	Don't drive under the influence of alcohol.	1
8943	I don't like sushi.	1
8944	Be quiet during the lesson.	1
8945	Try to live within your means.	1
8946	Be kind to those around you.	1
8947	Take it to a mechanic, and get it fixed.	1
8948	Try to exercise at least once a week.	1
8949	Don't lump all these issues together. You need to give every single one careful consideration.	1
8950	Make sure you get plenty of rest.	1
8951	Give yourself plenty of time.	1
8952	Don't point your gun at me.	1
8953	Do your homework.	1
8954	Turn in your homework.	1
8955	Hand in your homework by next Monday.	1
8956	Let me know where you're staying.	1
8957	Be sure to turn out the light when you go out.	1
8958	It's time to go.	1
8959	Be sure to turn off the gas before you go out.	1
8960	Make sure you turn everything off before you leave.	1
8961	See that the door is locked before you leave.	1
8962	Make sure that the lights are turned off before you leave.	1
8963	Don't forget to turn off the gas before going out.	1
8964	Get out!	1
8965	Be sure to put the fire out before you leave.	1
8966	Call me before you leave.	1
8967	Do it as soon as possible.	1
8968	Try to read as many books as possible.	1
8969	Lend me what money you can.	1
8970	Hang on a bit until I'm ready.	1
8971	Look on both sides of the shield.	1
8972	Wait until your turn comes.	1
8973	Wait for your turn, please.	1
8974	Let me see your prescription.	1
8975	It's too hot.	1
8976	Compare the copy with the original.	1
8977	Give me some paper to write on.	1
8978	Stop writing and hand your paper in.	1
8979	Apply in writing.	1
8980	Give help to anyone who needs it.	1
8981	Keep an eye on the girls.	1
8982	Never keep a lady waiting.	1
8983	Have it your way.	1
8984	Don't let your imagination run wild.	1
8985	Don't hesitate to tell me if there is anything you would like to eat.	1
8986	Be kind to little animals.	1
8987	It's too small.	1
8988	Draw a small circle.	1
8989	Clean out the shed and throw away things you don't need.	1
8990	Write the amount on the check in letters as well as figures.	1
8991	Let me know when you get the package.	1
8992	Settle down for a while and concentrate.	1
8993	Hold on a minute, please.	1
8994	Hold on a minute, please. I'll see if he is in.	1
8995	Give me some milk.	1
8996	Look at the boy jump!	1
8997	The boy was full.	1
8998	Keep an eye on the boys. They're mischievous.	1
8999	Wax the floor.	1
9000	Get down!	1
9001	Don't sit on the floor.	1
9002	Look down at the floor.	1
9003	Go to the barber.	1
9004	Tell me what you did in Shounan.	1
9005	Stay calm, and do your best.	1
9006	Make sure you go to a doctor if you get worse.	1
9007	You amuse me.	1
9008	Don't make me laugh!	1
9009	Let me know the details.	1
9010	See the example given above.	1
9011	Feel the top and see how warm it is.	1
9012	Allow me to know in advance when you are coming up to Tokyo.	1
9013	Don't risk insulting your boss.	1
9014	Hang your coat and hat up on the rack over there.	1
9015	Put your coat on, or you'll catch cold.	1
9016	Go on board.	1
9017	It's no joke.	1
9018	Get serious.	1
9019	Don't pull my leg!	1
9020	The situation is hopeless.	1
9021	Stop beating a dead horse.	1
9022	Plants grow.	1
9023	Water the plants.	1
9024	All plants need water and light.	1
9025	Look through the yellow pages.	1
9026	She is a fox.	1
9027	Don't touch it. Leave it as it is.	1
9028	Hands off.	1
9029	Eat as much as you like.	1
9030	Just leave it.	1
9031	Put out your cigarette before you eat.	1
9032	I have difficulty chewing.	1
9033	Wash your hands before you handle the food.	1
9034	Take this medicine after meals.	1
9035	Brush your teeth after meals.	1
9036	Avoid drinking too much water with your meals.	1
9037	Say your prayers before you eat.	1
9038	Wash your hands before meals.	1
9039	Don't eat for at least three hours.	1
9040	Take this medicine before each meal.	1
9041	Chew your food well.	1
9042	Stay here for as long as the food supply holds out.	1
9043	Bite your tongue!	1
9044	Wait till the light turns green.	1
9045	Wait until the light changes to green.	1
9046	Don't cross the road while the signal is red.	1
9047	Give me some credit.	1
9048	Never fail to lock the door when you go to bed.	1
9049	I like sleeping.	1
9050	Finish it before you go to bed.	1
9051	Turn off the TV before you go to bed, OK?	1
9052	Be sure to lock the door before you go to bed.	1
9053	Don't drink beer before going to bed.	1
9054	Brush your teeth before going to bed.	1
9055	Finish your homework before you go to bed.	1
9056	Lock the window before going to bed.	1
9057	Turn off the light before you go to bed.	1
9058	Be sure to take this medicine before going to bed.	1
9059	Do not forget to turn the light off before you go to bed.	1
9060	Don't forget to turn off all the lights before going to bed.	1
9061	Remember that oversleeping is no excuse for being late.	1
9062	That sounds very tempting.	1
9063	Don't worry. I'll take care of you.	1
9064	Don't worry. I'm not mad at you.	1
9065	Don't worry. You can count on me.	1
9066	Don't worry. It's OK.	1
9067	Don't worry. It's a common mistake.	1
9068	Don't worry. You'll make it.	1
9069	Send me a new catalog.	1
9070	We want a new carpet.	1
9071	Look up the new words in your dictionary.	1
9072	I need a new bicycle.	1
9073	Don't be afraid to try new things.	1
9074	Don't complicate the problem by raising new issues.	1
9075	Let in some fresh air.	1
9076	Don't make fun of the new student!	1
9077	Let me read the newspaper if you've finished with it.	1
9078	Don't go by what the newspapers say.	1
9079	Bring me the newspaper.	1
9080	Bring me the newspaper, please.	1
9081	Get me the newspaper.	1
9082	Take a deep breath and then relax.	1
9083	Glue the photograph to your application form.	1
9084	Go straight, and you will find the station.	1
9085	Go straight ahead.	1
9086	True friendship is priceless.	1
9087	Get back before midnight or you will be locked out.	1
9088	God bless you!	1
9089	Only God knows.	1
9090	Find things out for yourself instead of having a parent or a teacher tell you.	1
9091	Keep the dog still while I examine him.	1
9092	Don't despise a man just because he is poorly dressed.	1
9093	It's bitter cold.	1
9094	Wires transmit electricity.	1
9095	Don't interrupt people when they're talking.	1
9096	Do not interrupt when another is speaking.	1
9097	Don't think it has nothing to do with you.	1
9098	Don't let anyone take advantage of you.	1
9099	Don't interfere in other people's affairs.	1
9100	Don't speak ill of others.	1
9101	Don't depend on others' kindness.	1
9102	Don't meddle in other people's affairs.	1
9103	Stop sticking your nose into other people's business.	1
9104	People learn from experience.	1
9105	Man is mortal.	1
9106	Don't make fun of other people.	1
9107	Don't judge a man by what he has.	1
9108	Don't judge people by their appearance.	1
9109	Never trust a stranger.	1
9110	Don't point at others.	1
9111	Don't make a fool of me.	1
9112	Don't judge a man by his clothes.	1
9113	All men are equal.	1
9114	Is it popular?	1
9115	Stick with me until we get out of the crowd.	1
9116	People love freedom.	1
9117	Don't look only on the dark side of life.	1
9118	Life is sweet.	1
9119	Life is like a journey.	1
9120	Don't be so glum about it. Life has its ups and downs.	1
9121	Don't hang all over her like that in public.	1
9122	Don't make a scene in public.	1
9123	Don't be shy about speaking in front of people.	1
9124	Don't be afraid of speaking in public.	1
9125	Let me explain it with a diagram.	1
9126	There is no water.	1
9127	I want some water.	1
9128	Water is a liquid.	1
9129	Water reflects light.	1
9130	Don't leave the water running.	1
9131	Swimming is my hobby.	1
9132	Swimming makes your legs strong.	1
9133	Fill the jars with water.	1
9134	Turn on the rice cooker, please.	1
9135	Have a look at the world map.	1
9136	Take the world as it is, not as it ought to be.	1
9137	Don't kid yourself.	1
9138	Do come to the party.	1
9139	Write only your family name in capitals.	1
9140	Stick with it and you'll succeed.	1
9141	Success depends mostly on effort.	1
9142	Don't be too eager for success.	1
9143	Do what is right.	1
9144	Do whatever you think is right.	1
9145	Do what you believe is right.	1
9146	Mark the right answer.	1
9147	Cross out the incorrect words.	1
9148	Stay at home till noon.	1
9149	Honesty is a virtue.	1
9150	Honesty doesn't pay.	1
9151	Never stay away from school without good cause.	1
9152	A square has four sides.	1
9153	This is life!	1
9154	I want some fresh eggs.	1
9155	I feel alive.	1
9156	Nobody likes a wise guy.	1
9157	Try hard.	1
9158	Read it aloud.	1
9159	Read the book aloud.	1
9160	Blend the blue paint with the yellow paint.	1
9161	Be quiet. Don't talk in the theater.	1
9162	Be quiet. The kids are asleep.	1
9163	Be quiet. Don't talk in class.	1
9164	Be quiet and listen to me.	1
9165	Keep quiet.	1
9166	Keep silent, or I will throw you out of here.	1
9167	Quiet down, please.	1
9168	Be quiet, or the baby will wake up.	1
9169	See to it that you keep quiet.	1
9170	Let me do my work in peace.	1
9171	Keep quiet!	1
9172	Wash your hands with soap.	1
9173	I need some soap.	1
9174	Don't throw stones.	1
9175	Look before you leap.	1
9176	Don't try to pass the buck.	1
9177	Give me two red roses and three white ones.	1
9178	Don't write in red ink.	1
9179	Blend the red paint with the blue paint.	1
9180	The baby is fast asleep.	1
9181	See to it that the baby does not go near the stove.	1
9182	Put the baby to sleep.	1
9183	Red is out of fashion.	1
9184	Hold the line, please.	1
9185	Don't hang up!	1
9186	Sign across the stamp.	1
9187	Get me a ticket, please.	1
9188	Keep an eye on my suitcase while I buy my ticket.	1
9189	Keep an eye on my bag while I buy a ticket.	1
9190	Keep an eye on my suitcase while I get my ticket.	1
9191	It looks like snow.	1
9192	Look at the mountains covered with snow.	1
9193	I'm absolutely sure!	1
9194	Don't lose your cool.	1
9195	Never play on the road.	1
9196	There is no doubt.	1
9197	Let me see your tongue.	1
9198	Change trains at Sendai Station for Tokyo.	1
9199	Go on ahead. I'll catch up with you soon.	1
9200	Go ahead. I'll catch up with you in ten minutes.	1
9201	Tell the teacher your name.	1
9202	Walk along the river and you will find the school.	1
9203	Make love, not war.	1
9204	I want the fan.	1
9205	It needs washing.	1
9206	Tell me how to use the washing machine.	1
9207	Bring the laundry in.	1
9208	The towels are dirty.	1
9209	Abandon ship!	1
9210	Send this by sea mail.	1
9211	Move along, please.	1
9212	Move up to the front, please.	1
9213	Step forward and make room for others.	1
9214	That's really great!	1
9215	See above.	1
9216	Don't cut it too short in the front.	1
9217	A good citizen obeys the laws.	1
9218	He is just an ordinary person.	1
9219	You're quite right.	1
9220	Is everything okay?	1
9221	All forms of life have an instinctive urge to survive.	1
9222	Be quiet, all of you.	1
9223	The whole nation wants peace.	1
9224	My whole body is sore.	1
9225	I have no idea.	1
9226	Put everything in my basket.	1
9227	Eat everything.	1
9228	Give it all you've got.	1
9229	Rest assured that I will do my best.	1
9230	My grandfather is very healthy.	1
9231	You are early.	1
9232	Come home early, Bill.	1
9233	Come here soon.	1
9234	Come home early.	1
9235	Go home quickly.	1
9236	Remind him to come home early.	1
9237	Get up early, or you'll be late.	1
9238	Get ready quickly.	1
9239	Come quick!	1
9240	Get up early, and you'll be in time.	1
9241	Don't jump to conclusions.	1
9242	Don't say bad things about others behind their backs.	1
9243	Show me the stone that broke the window.	1
9244	Do not look out the window.	1
9245	Don't look out the window. Concentrate on your work.	1
9246	Don't put your head out of the window.	1
9247	Don't stick your hand out of the window.	1
9248	Look out of the window.	1
9249	Don't leave the window open.	1
9250	Don't leave the room with the window open.	1
9251	Don't sleep with the windows open.	1
9252	Don't leave the windows open.	1
9253	Open the window and let in some fresh air.	1
9254	Open the window.	1
9255	Don't open the window.	1
9256	Open the windows to let in some air.	1
9257	Open the window and let some fresh air into the room, please.	1
9258	Don't punish him for breaking the window. He is not to blame.	1
9259	Close the window.	1
9260	Keep the window closed.	1
9261	Leave no stone unturned.	1
9262	Run, or else you'll be late.	1
9263	Don't make noise. Keep quiet.	1
9264	I have some gifts.	1
9265	Take a breath and hold it.	1
9266	Hold your breath, please.	1
9267	Hold your breath and pinch your nostrils.	1
9268	Take a deep breath in and out, please.	1
9269	Take a deep breath, please.	1
9270	Don't be so hard on your son.	1
9271	Give my thanks to your son.	1
9272	My son is my biggest headache.	1
9273	My feet get cold.	1
9274	Watch your toes.	1
9275	Wash your feet.	1
9276	Watch your step.	1
9277	Watch your step. The stairs are steep.	1
9278	Watch your step. The floor is slippery.	1
9279	Watch your step, or you will slip and fall.	1
9280	Watch your step, or else you will trip on the baggage.	1
9281	Do watch your step.	1
9282	Run fast, otherwise you will miss the bus.	1
9283	Run fast, or you will be late for school.	1
9284	Run fast, and you will catch the train.	1
9285	Pitch a fast ball.	1
9286	Don't pull my sleeve.	1
9287	This is the only alternative.	1
9288	Learn from others' mistakes.	1
9289	Don't cut in when others are talking.	1
9290	Try to be patient with others.	1
9291	Don't rely on others.	1
9292	Don't try to find fault with others.	1
9293	Don't worry about what others say.	1
9294	Tell him to mind his own business.	1
9295	Don't interfere in others' affairs.	1
9296	Don't pry into the affairs of others.	1
9297	Don't worry about others.	1
9298	Don't stand in other people's way.	1
9299	Don't say bad things about others.	1
9300	Don't get in people's way.	1
9301	Don't make fun of others.	1
9302	Don't look down on others.	1
9303	Never rely too much upon others.	1
9304	Don't put on weight.	1
9305	Stay thin.	1
9306	Don't allow yourself to become fat.	1
9307	I hear the drum.	1
9308	The sun rises in the east and sets in the west.	1
9309	I have a bruise.	1
9310	I feel feverish.	1
9311	My joints ache.	1
9312	Stand on the scales.	1
9313	I am exhausted.	1
9314	Try to build up your strength.	1
9315	Save your strength.	1
9316	Permit me to stay.	1
9317	Turn your bag inside out.	1
9318	Algebra is a branch of mathematics.	1
9319	Clean up the kitchen.	1
9320	Eat your vegetables so that you will grow up to be big and strong.	1
9321	It's too loud.	1
9322	Don't raise your voice at me.	1
9323	They're my favorite.	1
9324	He lives in Osaka.	1
9325	I need it ASAP.	1
9326	Are you all right?	1
9327	Stop talking loudly.	1
9328	Write your name in capital letters.	1
9329	It's really good.	1
9330	I'm very sorry.	1
9331	Tell me the name of the ninth month.	1
