as_tags,type
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RBR', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RBR', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'TO', 'NNP', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', '.']",present continuous
"['NNS', 'VBP', 'VBG', 'JJ', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['DT', 'PRP$', 'NNS', 'VBP', 'VBG', 'VBN', '.']",present continuous
"['PRP', 'VBP', 'VBG', '.']",present continuous
"['PRP', 'VBP', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['PRP', 'VBP', 'RB', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['DT', 'NN', 'VBZ', 'RB', 'VBG', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NNS', 'VBP', 'IN', 'RB', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'TO', 'VB', 'RP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['PRP', 'VBP', 'NNP', 'VBZ', 'VBG', 'RB', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', ',', 'VBZ', 'RB', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', ',', 'VBZ', 'RB', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', ',', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', ',', 'VBZ', 'RB', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', ',', 'VBZ', 'RB', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', ',', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', ',', 'VBZ', 'RB', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', ',', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', 'IN', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', ',', 'VBZ', 'RB', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'JJR', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'NN', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', 'JJ', 'TO', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'JJ', ',', 'VBZ', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'JJ', ',', 'VBZ', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'JJ', ',', 'VBZ', 'PRP', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'RB', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'RB', 'VBG', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'TO', 'VB', 'NNP', 'RB', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'DT', 'JJ', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'DT', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'DT', 'VBG', 'NNP', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'DT', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'DT', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'DT', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'DT', 'NN', '.', 'DT', 'VBP', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'RB', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'NN', 'RB', '.']",present continuous
"['PRP', 'NNS', 'VBP', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'IN', 'VBG', 'NNP', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['DT', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'VBP', 'VBG', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', 'TO', 'VB', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'NNP', '.']",present continuous
"['PRP$', 'JJ', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NNP', '.']",present continuous
"['PRP$', 'JJ', 'VBZ', 'VBG', '.']",present continuous
"['PRP', 'VBP', 'VBG', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'NN', 'IN', 'NNP', '.']",present continuous
"['PRP', 'VBP', 'VBG', 'IN', 'DT', 'NN', 'CC', 'NN', 'NN', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NNP', 'NNP', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'CD', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']",present continuous
"['PRP', 'VBP', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'IN', 'NN', '.', 'PRP', 'RB', 'VBZ', 'IN', 'PRP', 'VBZ', 'TO', 'NN', 'RB', 'TO', 'VB', 'RP', 'IN', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'IN', 'NN', '.', 'PRP', 'RB', 'VBZ', 'IN', 'IN', 'PRP', 'VBZ', 'TO', 'NN', 'RB', 'TO', 'VB', 'RP', 'IN', 'PRP$', 'NN', '.']",present continuous
"['NN', 'JJ', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'IN', 'NNS', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', 'JJR', 'CC', 'RBR', 'JJ', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'RP', 'NNS', '.']",present continuous
"['PRP$', 'NN', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', 'NNS', '.']",present continuous
"['NNP', ',', 'NNP', 'CC', 'NNP', 'VBP', 'VBG', 'NNS', 'IN', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'JJ', 'TO', 'VB', 'IN', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'RP', 'DT', 'NN', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NN', 'RB', 'RB', '.', 'MD', 'PRP', 'VB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'PRP$', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', ',', 'NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'WP', 'PRP', 'MD', 'VB', 'RB', '.']",present continuous
"['NNP', 'CC', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBP', 'VBG', '.']",present continuous
"['NNP', 'CC', 'CD', 'JJ', 'NN', 'VBP', 'VBG', 'IN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'IN', 'DT', 'NN', ',', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'IN', 'NNP', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'RB', 'VBG', 'RP', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'RP', 'DT', 'NN', 'RB', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'JJ', 'TO', 'VB', 'RP', '.']",present continuous
"['NNP', ',', 'NNP', 'CC', 'NNP', 'VBP', 'VBG', 'NN', '.']",present continuous
"['PRP', 'DT', 'VBP', 'VBG', 'IN', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', 'JJ', 'RB', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNP', 'VBP', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'PRP', 'VBP', 'VBG', 'NNS', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', 'IN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJR', 'IN', 'JJ', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'TO', 'NNP', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'PRP', 'CC', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NNP', 'POS', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['DT', 'NN', 'VBP', 'VBG', 'NNP', '.']",present continuous
"['DT', 'NN', 'VBP', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'IN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNP', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'RBR', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', 'IN', 'NN', '.']",present continuous
"['PRP$', 'NN', 'VBZ', 'VBG', 'RP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NN', '.']",present continuous
"['PRP', 'VBP', 'VBG', 'PRP', 'TO', 'VB', 'RP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'TO', 'VB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'TO', 'VB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'TO', 'VB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'TO', 'VB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NNS', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', 'RB', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', '.']",present continuous
"['PRP', 'VBP', 'RB', 'VBG', 'IN', '.']",present continuous
"['PRP', 'VBP', 'RB', 'VBG', 'IN', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'TO', 'VB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', 'RP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['DT', 'NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NN', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'PRP', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['PRP', 'VBP', 'VBG', 'PRP$', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNS', 'VBP', 'VBG', '.']",present continuous
"['PRP', 'VBP', 'VBG', 'PRP$', 'NN', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'IN', 'IN', 'NN', '.']",present continuous
"['NNS', 'VBP', 'VBG', 'IN', 'IN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', 'JJ', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['PRP', 'VBZ', 'VBG', 'IN', 'PRP$', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNP', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'IN', 'DT', 'JJ', 'NN', '.']",present continuous
"['PRP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', 'DT', 'NN', '.']",present continuous
"['PRP', 'VBP', 'VBG', 'DT', 'NN', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']",present continuous
"['NNS', 'VBP', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NNP', 'NN', 'IN', 'DT', 'NN', ',', 'CC', 'PRP', 'VBP', 'RB', 'JJ', 'WP', 'PRP', 'VBZ', 'VBN', 'TO', 'VB', '.']",present continuous
"['NNP', 'CC', 'PRP$', 'NN', 'VBP', 'VBG', 'TO', 'VB', 'TO', 'DT', 'NN', 'NNP', 'NN', '.']",present continuous
"['NNP', 'CC', 'PRP$', 'NN', 'VBP', 'VBG', 'TO', 'VB', 'NNP', 'RB', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'DT', 'NN', 'VBG', 'TO', 'DT', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NNS', '.', 'PRP', 'VBP', 'PRP', 'VBZ', 'JJ', 'RB', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'DT', 'NN', 'NN', 'NNP', 'NN', '.']",present continuous
